instance,topic,distribution
1910-0,37,1.1376564277588159E-6
1911-0,37,1.3626298756600235E-6
1912-0,37,1.2309207287050702E-6
1913-0,37,1.0010010010010017E-5
1914-0,37,0.011300710999581768
1915-0,37,4.5320643553138475E-6
1916-0,37,1.589193484306716E-5
1917-0,37,9.44956295771321E-6
1918-0,37,0.029783291976840376
1919-0,37,6.734006734006737E-6
1920-0,37,1.2288786482334879E-5
1921-0,37,5.6116722783389474E-6
1922-0,37,5.301524188204111E-6
1923-0,37,4.632846884410472E-6
1924-0,37,4.5771827440210565E-6
1925-0,37,2.9768549527424285E-6
1926-0,37,3.0921459492888075E-6
1927-0,37,3.5301385579384E-6
1928-0,37,0.00390887959088796
1929-0,37,2.830856334041048E-6
1930-0,37,6.51041666666667E-6
1931-0,37,5.081300813008132E-6
1932-0,37,7.262164124909227E-6
1934-0,37,1.3661202185792362E-5
1935-0,37,8.795074758135449E-6
1936-0,37,8.585533376261007E-6
1937-0,37,1.1299435028248598E-5
1938-0,37,6.77506775067751E-6
1939-0,37,8.369951872776737E-6
1940-0,37,1.0085728693898143E-5
1941-0,37,9.905894006934133E-6
1942-0,37,9.409550693954368E-6
1943-0,37,7.211105101856863E-6
1944-0,37,8.492569002123148E-6
1945-0,37,3.844675124951943E-6
1946-0,37,1.0198358064351634E-6
1947-0,37,0.011079118986095733
1948-0,37,5.915409642117718E-6
1949-0,37,8.830022075055193E-6
1950-0,37,6.12745098039216E-6
1951-0,37,8.245722531436823E-6
1952-0,37,6.124636349716738E-6
1953-0,37,4.223418857565201E-6
1953-1,37,3.3019646689780427E-6
1954-0,37,4.701457451810063E-6
1955-0,37,2.861715146380496E-4
1956-0,37,3.3661533282841043E-6
1957-0,37,6.948063227375373E-6
1958-0,37,5.973715651135009E-6
1959-0,37,5.863383172090299E-6
1960-0,37,5.165956347668864E-6
1961-0,37,5.640157924421885E-6
1961-1,37,4.24223141372362E-6
1962-0,37,4.499943750703118E-6
1963-0,37,5.6116722783389474E-6
1964-0,37,1.003260596940056E-5
1965-0,37,7.176175098672411E-6
1966-0,37,0.004845285232438776
1967-0,37,4.658746797111579E-6
1968-0,37,6.507239303725397E-6
1969-0,37,8.508827908955546E-6
1970-0,37,7.432181345224828E-6
